,program,output
16407,OP5 8 ; OP12 20 ; OP10 -2 ; OP2 -4,-52
16408,OP5 14 ; OP11 8 -2 ; OP5 -12 ; OP4 3 ; OP1 0 ; OP1 2 ; OP10 5,-26
16409,OP5 -15 ; OP7 12 ; OP1 1 ; OP7 8 ; OP5 12,12
16410,OP5 -20 ; OP2 0 ; OP10 -5 ; OP3 4 ; OP4 -2,52
16411,OP5 17 ; OP2 -1 ; OP5 0 ; OP11 -2 2 ; OP1 1 ; OP7 -16 ; OP1 4 ; OP4 -2,14
16412,OP5 -3 ; OP11 -6 -5 ; OP11 -4 -5 ; OP1 1 ; OP3 7 ; OP8 -7 ; OP3 7 ; OP7 5,15
16413,OP5 5 ; OP7 -11 ; OP12 16 ; OP3 5 ; OP6 -4 0 -3 0 1 ; OP10 -4,-124
16414,OP5 -12 ; OP11 10 -2 ; OP1 1 ; OP6 -1 -4 -1 ; OP6 -2 -4 -2 ; OP4 5,-8
16415,OP5 -15 ; OP6 0 4 -3 -1 ; OP3 4 ; OP1 2 ; OP11 -7 -7 ; OP1 1 ; OP4 -4 ; OP1 2 ; OP9 3 ; OP6 -3 -2,6
16416,OP5 14 ; OP8 8 ; OP1 0 ; OP1 2 ; OP4 4 ; OP1 0 ; OP7 -9 ; OP6 3 3 ; OP7 2 ; OP1 0,7
16417,OP5 3 ; OP4 2 ; OP3 3 ; OP5 -6 ; OP8 -6 ; OP12 -18,18
16418,OP5 5 ; OP9 -4 ; OP6 0 3 ; OP11 4 -4 ; OP11 -5 2 ; OP1 2 ; OP5 -11 ; OP4 5 ; OP8 5,-30
16419,OP4 4 ; OP9 5 ; OP7 14 ; OP1 1 ; OP6 -4 2 0 0 ; OP12 16 ; OP4 2 ; OP6 -1 4 -4 0 1,0
16420,OP5 17 ; OP2 0 ; OP1 1 ; OP4 2 ; OP6 -3 0 1 4 ; OP1 4 ; OP11 2 9 ; OP3 8 ; OP5 -1,-1
16421,OP5 20 ; OP2 5 ; OP1 1 ; OP9 1 ; OP1 3 ; OP12 -18 ; OP11 -3 5 ; OP11 6 0 ; OP11 6 -8,-48
16422,OP5 16 ; OP2 2 ; OP4 2,8
16423,OP5 7 ; OP4 -4 ; OP2 2 ; OP1 0 ; OP1 1 ; OP1 3 ; OP1 0 ; OP1 6,3
16424,OP5 -2 ; OP2 -1 ; OP2 1 ; OP1 0 ; OP11 -3 5 ; OP4 1,-8
16425,OP5 8 ; OP2 -5 ; OP6 4 4 3 1,48
16426,OP5 -18 ; OP8 -2 ; OP2 2,36
16427,OP5 -12 ; OP5 9 ; OP3 9 ; OP4 2 ; OP8 -2 ; OP9 -1 ; OP1 1 ; OP5 10 ; OP3 9 ; OP1 2,10
16428,OP5 -6 ; OP10 -4 ; OP7 -13,41
16429,OP5 12 ; OP2 1 ; OP7 3 ; OP9 3,9
16430,OP5 12 ; OP8 -5 ; OP6 -3 -3 2 ; OP11 -2 9 ; OP5 -8 ; OP1 2 ; OP11 9 -3 ; OP8 2,-54
16431,OP5 -2 ; OP4 0 ; OP8 3 ; OP1 0 ; OP1 0 ; OP12 9,6
16432,OP5 -20 ; OP2 4 ; OP3 4 ; OP5 20 ; OP4 5 ; OP4 -5 ; OP8 3 ; OP4 3 ; OP11 9 5,45
16433,OP5 6 ; OP6 2 3 -4 ; OP11 -5 -8 ; OP8 3 ; OP4 -1 ; OP1 2 ; OP4 1 ; OP9 2,30
16434,OP5 -19 ; OP9 -5 ; OP11 0 4,0
16435,OP5 -3 ; OP4 4 ; OP10 -1 ; OP12 -20 ; OP1 2,-2
16436,OP5 -15 ; OP12 7 ; OP6 1 -4 -2 0 ; OP11 -10 -8 ; OP4 2 ; OP10 -4 ; OP12 -13,-169
16437,OP5 10 ; OP4 -4 ; OP1 1 ; OP8 -7 ; OP4 2 ; OP1 4 ; OP9 3,-4
16438,OP5 8 ; OP2 -3 ; OP7 6 ; OP12 -18 ; OP3 7 ; OP3 7 ; OP11 0 0 ; OP3 8 ; OP2 2,-16
16439,OP5 -5 ; OP5 2 ; OP9 5 ; OP5 19 ; OP1 2 ; OP6 -2 2 ; OP7 -4 ; OP8 3,0
16440,OP5 -12 ; OP4 -5 ; OP10 5 ; OP3 4 ; OP12 -11,-37
16441,OP5 -17 ; OP5 19 ; OP1 0 ; OP11 10 -1 ; OP6 -3 -1 ; OP11 9 -9 ; OP6 -2 2 -4 -2 3,-96
16442,OP5 10 ; OP2 2 ; OP7 16 ; OP5 5 ; OP11 1 0 ; OP3 8 ; OP10 -1 ; OP10 2 ; OP1 1 ; OP5 -8,-8
16443,OP7 -6 ; OP7 8 ; OP11 -6 -1 ; OP6 -4 -4 -3 ; OP1 3 ; OP1 0 ; OP6 -2 -4 -1 ; OP4 -3 ; OP5 13,13
16444,OP5 -9 ; OP10 1 ; OP8 -1,5
16445,OP5 -12 ; OP2 3 ; OP11 -7 1 ; OP6 2 1 2 -3 4 ; OP1 0 ; OP11 8 8 ; OP11 -5 -8 ; OP8 -9 ; OP1 2,-360
16446,OP5 13 ; OP2 2 ; OP11 -10 3 ; OP5 -10 ; OP1 3,-10
16447,OP5 -13 ; OP7 13 ; OP1 0 ; OP8 -2 ; OP3 5 ; OP1 1 ; OP8 -5 ; OP5 6 ; OP8 7,42
16448,OP5 20 ; OP11 3 8 ; OP11 9 1,9
16449,OP2 2 ; OP7 5 ; OP6 4 -4 -3 -4 ; OP1 1,-192
16450,OP5 -2 ; OP9 -2 ; OP4 5 ; OP6 -1 3,-3
16451,OP5 7 ; OP7 -6 ; OP11 1 -3 ; OP3 6 ; OP3 8 ; OP4 -5 ; OP10 3 ; OP1 5 ; OP10 1,-1
16452,OP5 -7 ; OP9 3 ; OP4 1 ; OP4 0,-2
16453,OP5 -1 ; OP10 1 ; OP9 0 ; OP10 -1 ; OP10 3 ; OP6 -1 2 -4 ; OP11 -2 -5,10
16454,OP5 16 ; OP11 6 5 ; OP3 6 ; OP5 -17 ; OP10 -2 ; OP10 3 ; OP11 -3 -8 ; OP1 5 ; OP3 9 ; OP4 3,12
16455,OP4 3 ; OP4 -5 ; OP7 -13 ; OP12 -3 ; OP10 0 ; OP7 6 ; OP8 -9,18
16456,OP5 9 ; OP11 -7 8 ; OP7 9 ; OP7 7 ; OP4 -1 ; OP2 -5,-36
16457,OP5 -17 ; OP5 -6 ; OP8 5 ; OP7 14,-44
16458,OP5 0 ; OP2 -5 ; OP3 6 ; OP6 3 2 -1 -3 4 ; OP6 3 -1 -3 -4 ; OP1 2 ; OP4 0 ; OP11 8 4 ; OP1 3 ; OP7 2,30
16459,OP5 -10 ; OP5 -11 ; OP6 3 3 -4 ; OP5 18 ; OP7 -13 ; OP1 0 ; OP1 5 ; OP11 -5 -5 ; OP6 0 4,0
16460,OP5 9 ; OP2 -4 ; OP6 -4 1 ; OP10 -4 ; OP3 5 ; OP7 -17,37
16461,OP2 2 ; OP9 3 ; OP5 -10 ; OP3 7 ; OP5 -2 ; OP3 6 ; OP7 -18 ; OP6 4 1 -2 1 -2 ; OP1 4 ; OP2 -4,16
16462,OP5 -17 ; OP12 18 ; OP10 2 ; OP1 1 ; OP10 4 ; OP5 10,10
16463,OP5 0 ; OP11 -4 10 ; OP3 5 ; OP8 -4 ; OP8 6 ; OP4 -4 ; OP5 3 ; OP12 -19,-16
16464,OP5 -18 ; OP2 3 ; OP4 -2 ; OP12 1 ; OP10 4 ; OP7 18 ; OP8 -1 ; OP3 9 ; OP3 9 ; OP10 -3,-134
16465,OP5 -11 ; OP12 6 ; OP3 8 ; OP1 2 ; OP6 4 2 -3 -2 0 ; OP11 9 -2 ; OP8 -1 ; OP10 -4 ; OP5 7 ; OP11 -2 10,-20
16466,OP5 0 ; OP2 0 ; OP8 -7 ; OP10 -3 ; OP4 2 ; OP4 -1 ; OP9 -3 ; OP2 -4 ; OP7 19 ; OP12 -13,-31
16467,OP10 -4 ; OP10 5 ; OP2 -4 ; OP4 3 ; OP5 4 ; OP12 20 ; OP3 9 ; OP4 0 ; OP5 2 ; OP6 2 0 2 -3,0
16468,OP5 -11 ; OP11 7 -5 ; OP12 11 ; OP1 1 ; OP1 0 ; OP12 -2,-26
16469,OP5 4 ; OP7 7 ; OP12 12 ; OP12 -6 ; OP5 -2 ; OP7 -3 ; OP1 1 ; OP12 -4,-3
16470,OP5 -14 ; OP12 -11 ; OP8 6 ; OP7 7 ; OP6 3 1 0 1 -4 ; OP12 20 ; OP1 1,20
16471,OP2 -5 ; OP11 -5 2 ; OP6 -1 1 -4 1 -4 ; OP10 -3 ; OP1 2 ; OP8 -1 ; OP6 -1 3 1 -2 -4 ; OP10 -1 ; OP5 5,5
16472,OP5 8 ; OP4 -4 ; OP1 0 ; OP10 -5 ; OP12 2 ; OP3 6 ; OP11 -8 5,-40
16473,OP5 -20 ; OP6 2 -3 2 -4 ; OP6 3 -2 ; OP4 -3 ; OP10 -2 ; OP10 -5 ; OP4 -2,-23
16474,OP5 -1 ; OP2 0 ; OP11 -6 -10,60
16475,OP5 -12 ; OP10 2 ; OP4 -4,-10
16476,OP5 -19 ; OP5 13 ; OP4 3 ; OP3 6 ; OP8 -8 ; OP11 0 -4 ; OP8 1 ; OP7 7 ; OP12 13,12
16477,OP5 -13 ; OP7 1 ; OP1 0 ; OP6 1 1 3 2 ; OP4 -3 ; OP6 2 0 2 3 3 ; OP12 3 ; OP4 1 ; OP9 5,1
16478,OP5 -10 ; OP7 9 ; OP12 -4 ; OP10 1 ; OP2 -4 ; OP6 0 -2 -4 1 3 ; OP3 8 ; OP10 -4 ; OP7 16 ; OP6 -1 1,-1
16479,OP5 -12 ; OP9 -4 ; OP7 -10 ; OP5 -8 ; OP11 2 -1 ; OP5 4 ; OP11 6 -1 ; OP10 3,-14
16480,OP9 4 ; OP11 4 9 ; OP12 -17,19
16481,OP5 14 ; OP9 -2 ; OP4 2 ; OP5 7 ; OP8 6,42
16482,OP5 -3 ; OP8 -5 ; OP3 3 ; OP10 1,19
16483,OP5 4 ; OP11 -4 -6 ; OP9 4 ; OP8 4 ; OP8 8 ; OP4 -2 ; OP4 0 ; OP3 9 ; OP2 -3 ; OP2 -2,192
16484,OP5 -10 ; OP2 0 ; OP11 4 -9 ; OP1 2 ; OP1 1 ; OP4 -1 ; OP5 -7 ; OP10 1,-3
16485,OP5 -10 ; OP2 -4 ; OP10 -1 ; OP2 5 ; OP12 6 ; OP12 13 ; OP1 1 ; OP4 4 ; OP11 5 6,30
16486,OP5 7 ; OP2 0 ; OP9 -1 ; OP6 1 4 -3 ; OP4 1 ; OP7 20 ; OP1 4 ; OP11 5 8 ; OP6 1 -3 ; OP7 4,-7
16487,OP5 -9 ; OP9 5 ; OP6 1 1 2 4 4,32
16488,OP5 5 ; OP2 -2 ; OP1 0 ; OP9 -5 ; OP1 2,5
16489,OP5 14 ; OP6 -3 0 4 -2 ; OP11 6 -7 ; OP10 2,-80
16490,OP5 11 ; OP2 -4 ; OP10 4,48
16491,OP5 -13 ; OP2 1 ; OP3 3 ; OP1 0,-13
16492,OP5 -13 ; OP9 3 ; OP3 3 ; OP1 0 ; OP2 2 ; OP2 -5,-13
16493,OP5 20 ; OP9 -4 ; OP5 -6 ; OP7 -17 ; OP8 -5 ; OP4 2,-28
16494,OP5 -14 ; OP2 3 ; OP3 3 ; OP1 0 ; OP6 4 1 ; OP2 -3 ; OP8 8 ; OP5 -8,-8
16495,OP5 -13 ; OP4 -1 ; OP11 8 -8 ; OP10 1 ; OP7 1,-61
16496,OP5 13 ; OP5 17 ; OP4 -3 ; OP6 -3 -2 -1 ; OP9 3 ; OP6 4 -1 3 ; OP1 4,-12
16497,OP5 12 ; OP2 2 ; OP1 0 ; OP1 2 ; OP6 0 -2 -2 1 2 ; OP3 6 ; OP2 -5 ; OP7 -14 ; OP1 4,14
16498,OP5 -13 ; OP10 2 ; OP2 -2,-22
16499,OP5 6 ; OP10 -4 ; OP10 2 ; OP12 19 ; OP12 20 ; OP8 -8,-24
16500,OP5 -15 ; OP11 -5 5 ; OP4 0 ; OP1 0 ; OP11 -5 -1,5
16501,OP5 13 ; OP9 4 ; OP10 -1,-9
16502,OP5 3 ; OP9 3 ; OP9 -1 ; OP8 -9 ; OP1 1 ; OP11 -1 -5 ; OP11 4 9 ; OP10 4,148
16503,OP5 -16 ; OP12 19 ; OP10 1 ; OP3 5 ; OP3 5 ; OP5 -17,-17
16504,OP5 14 ; OP7 17 ; OP8 4 ; OP1 2 ; OP1 2,-192
16505,OP5 13 ; OP2 -3 ; OP12 19 ; OP9 0 ; OP8 1,32
16506,OP5 -11 ; OP4 4 ; OP3 3 ; OP8 -8,48
16507,OP5 -10 ; OP8 -8 ; OP1 0 ; OP8 2 ; OP1 3 ; OP4 4,160
16508,OP5 -20 ; OP9 -3 ; OP1 1 ; OP3 5 ; OP4 -2 ; OP3 6 ; OP6 2 -4 2 0 1,0
16509,OP5 17 ; OP7 -6 ; OP4 3 ; OP7 13 ; OP1 0 ; OP10 -3 ; OP10 -3,-26
16510,OP5 -3 ; OP10 3 ; OP6 1 1 1 ; OP4 5,0
16511,OP5 -11 ; OP7 2 ; OP3 6 ; OP6 -3 1 ; OP5 13 ; OP6 4 -1 3 ; OP8 9 ; OP1 4 ; OP5 14 ; OP4 -5,7
16512,OP5 -7 ; OP5 -20 ; OP11 -3 -4 ; OP1 0 ; OP1 3 ; OP1 4,12
16513,OP5 6 ; OP12 11 ; OP12 2,19
16514,OP5 14 ; OP7 16 ; OP6 2 -3 -3 0 -2 ; OP3 4 ; OP8 -6,0
16515,OP5 -3 ; OP2 2 ; OP2 -1 ; OP12 -11 ; OP6 -2 -4 ; OP1 1 ; OP7 0,8
16516,OP5 6 ; OP6 -1 4 2 ; OP2 -4,-8
16517,OP5 -4 ; OP5 18 ; OP7 19 ; OP12 2 ; OP6 2 2 -4 -2 ; OP3 6 ; OP3 8 ; OP1 6 ; OP5 19 ; OP11 9 2,18
16518,OP5 -14 ; OP10 -4 ; OP8 -3 ; OP6 -3 4 2 -1 ; OP12 17,41
16519,OP5 -1 ; OP10 -4 ; OP4 -4,4
16520,OP5 -8 ; OP4 2 ; OP12 2 ; OP10 3,-2
16521,OP9 -1 ; OP9 4 ; OP5 -17 ; OP2 4 ; OP6 1 -2 -4 ; OP5 5,5
16522,OP5 19 ; OP7 -11 ; OP10 -1,-26
16523,OP5 2 ; OP2 -4 ; OP10 5 ; OP4 -3 ; OP10 2 ; OP7 9 ; OP1 4 ; OP3 9 ; OP3 9 ; OP10 -3,-35
16524,OP5 20 ; OP2 1 ; OP7 13 ; OP6 -3 -4 -1 1 ; OP1 1 ; OP2 -2,-12
16525,OP5 -16 ; OP2 -3 ; OP7 13 ; OP12 -4 ; OP3 7 ; OP7 -15 ; OP10 -2 ; OP6 -1 -2,2
16526,OP5 -13 ; OP7 19 ; OP8 -6 ; OP1 2 ; OP4 -5 ; OP12 19 ; OP3 8 ; OP1 0 ; OP4 3,-279
16527,OP5 17 ; OP9 -3 ; OP4 0 ; OP6 0 1 4 -4 ; OP1 1 ; OP6 2 -4 4 0 2 ; OP5 -17 ; OP12 -5,-22
16528,OP5 2 ; OP6 -4 -3 ; OP1 1 ; OP1 1 ; OP12 -12 ; OP1 1,0
16529,OP5 -1 ; OP9 4 ; OP1 1 ; OP1 0 ; OP1 0 ; OP7 -4 ; OP11 -5 1 ; OP6 -1 -1 ; OP2 -2,1
16530,OP7 -5 ; OP2 -3 ; OP7 -1 ; OP1 1 ; OP1 3,7
16531,OP5 8 ; OP12 -6 ; OP1 1 ; OP8 -5 ; OP1 3 ; OP12 -8 ; OP9 4,-108
16532,OP5 5 ; OP11 -5 -7 ; OP10 3 ; OP1 0 ; OP10 -3 ; OP6 -1 4 2 -2 ; OP8 3,48
16533,OP9 4 ; OP12 -19 ; OP8 -6 ; OP3 5 ; OP7 1 ; OP11 -10 -9 ; OP8 3 ; OP12 20 ; OP6 -4 3 2,-24
16534,OP5 -13 ; OP10 3 ; OP12 -16 ; OP12 5 ; OP1 1 ; OP1 2,-156
16535,OP5 20 ; OP2 5 ; OP3 5 ; OP2 -5 ; OP5 -7 ; OP1 1 ; OP3 8 ; OP4 4 ; OP7 7,-14
16536,OP5 -7 ; OP9 4 ; OP12 6 ; OP11 -2 0 ; OP1 2 ; OP12 12,12
16537,OP5 -5 ; OP2 -3 ; OP1 0 ; OP10 3 ; OP3 5 ; OP6 4 -3 -4 -2 3 ; OP5 10 ; OP6 3 0 -1 4 4,0
16538,OP5 20 ; OP2 -3 ; OP10 -3 ; OP12 11 ; OP2 5 ; OP4 3 ; OP10 -4 ; OP11 9 -4,-36
16539,OP5 11 ; OP4 -4 ; OP11 8 -10 ; OP1 0 ; OP11 -10 3,-30
16540,OP5 -2 ; OP12 -6 ; OP1 1 ; OP1 2 ; OP10 5 ; OP11 5 5 ; OP10 -2 ; OP1 2 ; OP6 3 -4 ; OP1 7,-12
16541,OP6 -1 4 0 3 ; OP12 4 ; OP1 1 ; OP12 15,23
16542,OP5 -13 ; OP2 -5 ; OP12 10 ; OP9 -2 ; OP2 5 ; OP5 -17 ; OP4 5 ; OP7 -10 ; OP1 1 ; OP10 3,7
16543,OP5 1 ; OP2 4 ; OP6 4 0 -2 -2 -4 ; OP1 1 ; OP10 2,4
16544,OP5 7 ; OP2 -5 ; OP3 4 ; OP5 3 ; OP2 -4,7
16545,OP5 -14 ; OP11 7 4 ; OP8 6 ; OP5 18,18
16546,OP2 3 ; OP8 -5 ; OP10 -1 ; OP3 4 ; OP3 7 ; OP1 2 ; OP11 -10 3 ; OP11 -7 -7,49
16547,OP5 -4 ; OP6 3 4 0 ; OP7 18,-18
16548,OP5 11 ; OP2 3 ; OP7 0 ; OP5 -11 ; OP3 9 ; OP1 3 ; OP12 -1 ; OP3 9 ; OP7 6 ; OP5 18,18
16549,OP5 -19 ; OP2 -5 ; OP5 13 ; OP5 -16 ; OP3 6 ; OP6 -2 1 ; OP10 -5,84
16550,OP5 1 ; OP11 2 -3 ; OP1 1 ; OP6 4 2 0 ; OP1 0,0
16551,OP2 -2 ; OP5 6 ; OP9 -5 ; OP11 -2 6 ; OP3 6 ; OP1 2 ; OP5 19,19
16552,OP9 -1 ; OP6 0 0 3 -1 1 ; OP1 0 ; OP1 2 ; OP2 -2 ; OP8 -2 ; OP4 1 ; OP12 -12,-12
16553,OP5 -8 ; OP11 -5 -1 ; OP5 -13 ; OP3 6 ; OP11 0 -3 ; OP3 6 ; OP1 3 ; OP9 1,0
16554,OP6 1 -1 -2 ; OP9 -3 ; OP8 -6 ; OP1 1 ; OP3 5 ; OP5 -12 ; OP5 -18,-18
16555,OP5 9 ; OP4 -3 ; OP3 4 ; OP9 0 ; OP10 -4,-12
16556,OP5 -9 ; OP2 -2 ; OP7 3 ; OP3 4 ; OP12 -7,-19
16557,OP11 -9 -4 ; OP12 15 ; OP2 -2,51
16558,OP5 -18 ; OP4 2 ; OP7 -13 ; OP6 4 4 3 -1 0 ; OP1 0 ; OP9 5 ; OP7 -11 ; OP8 7 ; OP1 3,77
16559,OP4 -1 ; OP12 1 ; OP3 5 ; OP11 -1 7 ; OP8 9 ; OP1 2,-63
16560,OP5 2 ; OP2 -4 ; OP3 3 ; OP3 4 ; OP8 -3 ; OP2 0,-6
16561,OP5 -17 ; OP6 0 -2 1 ; OP5 -13 ; OP6 4 0 -3 ; OP7 -16 ; OP3 6 ; OP9 2,16
16562,OP5 -8 ; OP11 -2 -10 ; OP1 1 ; OP3 5 ; OP8 1 ; OP11 8 0 ; OP7 -17 ; OP7 -14 ; OP2 -4,31
16563,OP5 6 ; OP4 -5 ; OP9 -4 ; OP5 -16 ; OP5 -6 ; OP7 -4 ; OP7 -16 ; OP12 -7 ; OP7 13,-6
16564,OP5 -6 ; OP2 -2 ; OP8 6 ; OP8 6,-216
16565,OP5 10 ; OP9 1 ; OP12 13 ; OP3 7 ; OP11 0 -6 ; OP11 -9 -7 ; OP1 3 ; OP12 8,31
16566,OP5 20 ; OP11 8 0 ; OP2 1 ; OP1 0,0
16567,OP5 -16 ; OP2 1 ; OP3 3 ; OP11 -3 -10,30
16568,OP5 -2 ; OP6 0 2 0 ; OP4 2 ; OP1 0,0
16569,OP7 -6 ; OP2 -5 ; OP7 1,5
16570,OP5 13 ; OP9 -5 ; OP4 -4 ; OP1 0 ; OP11 6 9,54
16571,OP5 -1 ; OP5 -6 ; OP2 1,-6
16572,OP5 13 ; OP7 5 ; OP6 1 4 -2 3 ; OP4 2 ; OP4 -1 ; OP11 4 -10,-40
16573,OP5 19 ; OP11 -5 9 ; OP7 -3 ; OP1 0 ; OP1 3 ; OP3 6 ; OP9 0,-42
16574,OP5 -17 ; OP9 4 ; OP8 -6 ; OP7 -4 ; OP11 -7 -5 ; OP10 5 ; OP3 7 ; OP1 4,179
16575,OP5 10 ; OP9 3 ; OP10 5,54
16576,OP5 8 ; OP2 3 ; OP7 16 ; OP1 2 ; OP3 5 ; OP10 4 ; OP7 -19,-73
16577,OP5 0 ; OP8 8 ; OP1 1 ; OP2 -3 ; OP5 -6 ; OP7 5 ; OP6 2 1 -3 -1 2,12
16578,OP7 -12 ; OP2 2 ; OP1 0 ; OP9 -4,24
16579,OP5 -11 ; OP9 -5 ; OP1 1 ; OP10 0,4
16580,OP5 5 ; OP2 1 ; OP4 -4 ; OP2 -2 ; OP1 2 ; OP11 2 -6 ; OP6 -1 4 4 0 -4 ; OP12 19,19
16581,OP5 -2 ; OP9 -4 ; OP11 2 -6 ; OP3 4 ; OP5 -19 ; OP11 -1 -5,5
16582,OP5 -14 ; OP9 1 ; OP10 4 ; OP11 10 1 ; OP2 3,10
16583,OP5 13 ; OP10 5 ; OP10 1 ; OP1 1,373
16584,OP5 -6 ; OP6 -3 4 -4 -2 ; OP12 -11 ; OP7 -8 ; OP7 9 ; OP11 -8 10 ; OP9 5 ; OP6 3 3 ; OP11 -10 -6 ; OP1 3,60
16585,OP5 2 ; OP10 -5 ; OP11 -7 -9 ; OP1 1 ; OP1 0 ; OP6 0 3 1 0 ; OP5 13 ; OP11 8 9 ; OP1 6 ; OP1 8,72
16586,OP5 -8 ; OP7 19 ; OP8 1 ; OP1 2,-27
16587,OP5 15 ; OP2 1 ; OP1 1 ; OP1 2 ; OP1 0 ; OP11 -1 -9 ; OP5 -19 ; OP11 0 9 ; OP4 -1,0
16588,OP5 -3 ; OP11 8 -5 ; OP2 4 ; OP4 -1 ; OP4 -2 ; OP6 1 0 4 ; OP6 1 2 ; OP10 0 ; OP2 -2 ; OP2 1,4
16589,OP9 2 ; OP5 13 ; OP6 -4 1 1 ; OP4 -3 ; OP12 11 ; OP5 13 ; OP6 -2 2 3 -4 -1 ; OP1 0,-48
16590,OP5 -13 ; OP10 0 ; OP10 3 ; OP1 2 ; OP6 4 -2 2 0 2,0
16591,OP5 7 ; OP2 2 ; OP11 10 7 ; OP7 -9 ; OP10 5 ; OP4 -3 ; OP1 0 ; OP4 -2,99
16592,OP5 -15 ; OP4 -4 ; OP7 20 ; OP8 -9,252
16593,OP10 -1 ; OP10 3 ; OP1 0 ; OP12 -12 ; OP10 5 ; OP9 -3,-216
16594,OP9 -2 ; OP7 7 ; OP9 5 ; OP3 4 ; OP9 -4,-7
16595,OP5 8 ; OP4 3 ; OP7 5 ; OP4 -3 ; OP7 12 ; OP7 17,-30
16596,OP5 6 ; OP9 4 ; OP6 -1 0 4 4 ; OP5 -13 ; OP11 -4 0 ; OP1 2 ; OP12 -1 ; OP4 -4 ; OP12 -12,-13
16597,OP5 15 ; OP9 -2 ; OP5 -10 ; OP8 4 ; OP7 17 ; OP10 -5 ; OP8 -4 ; OP1 5 ; OP11 -10 -10,100
16598,OP5 -4 ; OP7 9 ; OP1 1 ; OP5 -8 ; OP4 -4 ; OP7 7 ; OP10 -2 ; OP7 -11,37
16599,OP5 5 ; OP2 2 ; OP3 5 ; OP6 4 4 4 2 ; OP8 -5 ; OP1 2 ; OP8 -8 ; OP5 -18 ; OP7 16 ; OP4 1,-17
16600,OP5 -4 ; OP5 -13 ; OP2 2,-13
16601,OP5 -4 ; OP2 -5 ; OP3 4 ; OP11 -2 -4 ; OP11 10 1 ; OP12 9,19
16602,OP5 -7 ; OP9 5 ; OP1 0 ; OP4 2 ; OP3 6 ; OP12 9 ; OP5 19 ; OP12 4 ; OP7 8,15
16603,OP5 -11 ; OP6 -4 1 2 ; OP3 5 ; OP7 10 ; OP12 -3 ; OP7 8 ; OP9 -1,-16
16604,OP5 -16 ; OP11 -2 8 ; OP12 3,-13
16605,OP5 2 ; OP9 5 ; OP5 2 ; OP6 -4 3 3 ; OP5 15 ; OP4 3,7
16606,OP5 -16 ; OP9 -3 ; OP12 7 ; OP7 -17 ; OP2 5 ; OP8 -1,-8
16607,OP5 -16 ; OP2 -1 ; OP1 0 ; OP12 -18 ; OP6 4 3 ; OP8 3,36
16608,OP5 4 ; OP5 6 ; OP11 -5 0 ; OP12 -11 ; OP1 2 ; OP5 1 ; OP10 0 ; OP6 -2 4 0 3 ; OP8 3 ; OP1 5,0
16609,OP5 -18 ; OP11 2 -5 ; OP10 -3 ; OP11 6 -6 ; OP1 3 ; OP12 0 ; OP5 7 ; OP4 -1,3
16610,OP5 -8 ; OP2 4 ; OP7 -13 ; OP4 1 ; OP3 5 ; OP4 3 ; OP1 0 ; OP7 16,-15
16611,OP5 -7 ; OP10 3 ; OP4 4 ; OP1 0 ; OP6 -3 4 -1 2 2 ; OP1 0 ; OP3 8 ; OP1 1 ; OP9 3,48
16612,OP5 17 ; OP9 -2 ; OP6 -3 -4 ; OP3 8 ; OP1 0 ; OP11 -10 -10 ; OP3 7 ; OP7 -11 ; OP1 0 ; OP1 1,111
16613,OP5 14 ; OP2 -2 ; OP8 -9 ; OP11 0 -3 ; OP8 -9 ; OP11 3 10,30
16614,OP5 5 ; OP5 -19 ; OP1 0 ; OP1 1 ; OP12 17 ; OP1 4,15
16615,OP5 -3 ; OP12 -6 ; OP10 2 ; OP12 8 ; OP1 0 ; OP10 4,-20
16616,OP5 8 ; OP12 -16 ; OP6 -3 -2 ; OP4 -3 ; OP10 3 ; OP4 1 ; OP6 -3 -2 -1 3 ; OP3 8 ; OP1 6 ; OP1 8,-18
16617,OP5 11 ; OP5 19 ; OP6 3 0 1 ; OP1 1 ; OP1 1,0
16618,OP5 -20 ; OP2 1 ; OP12 -15,-35
16619,OP5 -6 ; OP10 5 ; OP4 1 ; OP1 1 ; OP5 -8 ; OP2 3 ; OP1 3 ; OP3 9 ; OP12 -11 ; OP12 -15,-23
16620,OP5 -5 ; OP4 5 ; OP6 1 -4 -4 -1 ; OP8 3 ; OP11 -6 -6,36
16621,OP5 3 ; OP10 5 ; OP1 0 ; OP10 -1 ; OP10 -4 ; OP1 3 ; OP1 4,-972
16622,OP5 9 ; OP4 4 ; OP3 7 ; OP6 0 -3 -4 -1 ; OP1 2 ; OP4 2 ; OP2 4 ; OP5 -11,-11
16623,OP5 -10 ; OP9 -1 ; OP3 5 ; OP7 -14 ; OP4 5 ; OP8 -5,50
16624,OP5 20 ; OP7 -12 ; OP10 3 ; OP5 18 ; OP4 -3 ; OP8 8,72
16625,OP5 -3 ; OP8 -5 ; OP10 -2 ; OP2 4,-26
16626,OP5 -19 ; OP12 12 ; OP6 -3 1 -1 ; OP6 -3 4 ; OP1 1 ; OP1 1 ; OP4 2 ; OP6 2 -2 3 -4,48
16627,OP5 -19 ; OP12 18 ; OP12 13 ; OP6 2 1 -1 1 ; OP12 -16,-18
16628,OP5 10 ; OP8 -3 ; OP10 -4 ; OP12 12,136
16629,OP5 9 ; OP9 -1 ; OP9 0 ; OP3 4 ; OP9 -2 ; OP12 -11 ; OP12 1,-1
